ORDRE;uai_mail;bdd iMFR;num_bee_etablissements;RNE iMFR;uai_code_educnationale;;Mail;uai_mail;uai_code_region;uai_region;uai_code_departement;uai_departement;uai_libelle_administratif;uai_libelle_communication;uai_debut_validite;uai_fin_validite;uai_siteweb;uai_telephone;uai_mail;uai_fax;uai_ministere_principal;uai_secteur;uai_nature;uaiprive_orgaffiliation;uaiprive_typecontrat;uai_code_siret;uai_libelle_educnationale;uai_eleve;uai_etudiant;uai_adulte;uai_apprenti;uai_code_commume;uai_commune;adressepostale_ligne1;adressepostale_ligne2;adressepostale_ligne3;adressepostale_ligne4;adressepostale_ligne5;adressepostale_ligne6;adressegeographique_ligne1;adressegeographique_ligne2;adressegeographique_ligne3;adressegeographique_ligne4;adressegeographique_ligne5;adressegeographique_ligne6;uai_niveau;uainiveau1_codedger;uainiveau1_libelle_administratif;uainiveau2_codedger;uainiveau2_libelle_administratif;date_jeu_donnees;coord_wgs84_x;coord_wgs84_y;uai_id_cdn;uai_codedger;uai_type;anneesco_cdn;annee_scolaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;st-barth;38_stbarthelemy;21505;0382434P;0382434P;;mfr.st-barth@mfr.asso.fr;mfr.st-barth;84;Auvergne-Rhône-Alpes;38;Isère;MFR de Saint Barthélémy de Beaurepaire;MFR de St Barthélémy;1999-09-01;;http://www.mfr-saintbarthelemy.org/;0474846166;mfr.st-barth;0474797990;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30283119300016;MAISON FAMILIALE RURALE DE ST BARTHELEMY;Oui;Non;Non;Non;38363;SAINT BARTHELEMY;MFR DE ST BARTHELEMY;;;70 ROUTE DE MARCOLLIN;;38270 ST BARTHELEMY DE BEAUREPAIRE;MFR DE ST BARTHELEMY;;;70 ROUTE DE MARCOLLIN;;38270 ST BARTHELEMY DE BEAUREPAIRE;2;03804994;Association de MFR de St Barthélémy de Beaurepaire;;;2020-09-29;5.081663;45.345486;613;03801306;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;vif;38_vif;21509;0382438U;0382438U;;mfr.vif@mfr.asso.fr;mfr.vif;84;Auvergne-Rhône-Alpes;38;Isère;MFREO de Vif;MFR DE VIF;1999-09-01;;www.mfrvif.fr;0476725148;mfr.vif;0476724353;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77964004400029;MAISON FAMILIALE RURALE DE VIF;Oui;Non;Oui;Oui;38545;VIF;MFR DE VIF;;;50 AVENUE DE RIVALTA;;38450 VIF;MFR DE VIF;;;50 AVENUE DE RIVALTA;;38450 VIF;2;03805093;Association de la MFREO de Vif;;;2020-09-29;5.676274;45.053021;614;03801405;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Vignieu;38_vignieu;21334;0382908E;0382908E;;mfr.Vignieu@mfr.asso.fr;mfr.Vignieu;84;Auvergne-Rhône-Alpes;38;Isère;MFREO de Vignieu;Maison Familiale Rurale de Vignieu-Morestel;1999-09-01;;www.mfr-vignieu.org;0474277930;mfr.Vignieu;0474925496;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30282986600029;MAISON FAMILIALE RURALE DE VIGNIEU;Oui;Non;Non;Non;38261;MORESTEL;MFREO DE VIGNIEU-MORESTEL;;;211 RUE DE LA RIVOIRETTE;;38510 MORESTEL;MFREO DE VIGNIEU-MORESTEL;;;211 RUE DE LA RIVOIRETTE;;38510 MORESTEL;2;03805390;Association de la MFREO de Vignieu;;;2020-09-29;5.794099;45.976585;609;03800910;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;amange;39_amange;7886;0391213G;0391213G;;mfr.amange@mfr.asso.fr;mfr.amange;27;Bourgogne-Franche-Comté;39;Jura;MFREO d'Amange;MFREO d'Amange;2014-09-01;;;0384706128;mfr.amange;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;80302583200012;MAISON FAMILIALE RURALE D'AMANGE;Oui;Non;Oui;Non;39008;AMANGE;MFREO D AMANGE;;;4 RUE DES VERGERS;;39700 AMANGE;MFREO D AMANGE;;;4 RUE DES VERGERS;;39700 AMANGE;2;03902703;Association de la MFREO d'Amange;;;2020-09-29;5.565983;47.165996;5000000004771;03902802;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;salins;39_salinslesbains;7885;0391212F;0391212F;;mfr.salins@mfr.asso.fr;mfr.salins;27;Bourgogne-Franche-Comté;39;Jura;MFREO de Salins les bains;MFREO de Salins les bains;2014-09-01;;;0384730666;mfr.salins;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;80275703900010;MAISON FAMILIALE RURALE DE SALINS LES BAINS;Oui;Non;Non;Non;39500;SALINS LES BAINS;MFREO DE SALINS LES BAINS;;;15 HAMEAU DE BLEGNY;;39110 SALINS LES BAINS;MFREO DE SALINS LES BAINS;;;15 HAMEAU DE BLEGNY;;39110 SALINS LES BAINS;2;03902505;Association de la MFREO de Salins les bains;;;2020-09-29;5.89951846719399;46.9301138686994;5000000004769;03902604;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;aire;40_aire;9649;0400803F;0400803F;;mfr.aire@mfr.asso.fr;mfr.aire;75;Nouvelle-Aquitaine;40;Landes;MFREO d'Aire sur l'Adour;Maison Familiale Rurale de Aire sur Adour;1999-09-01;;http://www.mfr-aire.org;0558717070;mfr.aire;0558719242;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;31138229500013;MAISON FAMILIALE RURALE D'AIRE SUR L'ADOUR;Oui;Non;Non;Oui;40001;AIRE SUR L ADOUR;MFR DE AIRE SUR ADOUR;;;2 PLACE SAINTE QUITTERIE;;40800 AIRE SUR L ADOUR;MFR DE AIRE SUR ADOUR;;;2 PLACE SAINTE QUITTERIE;;40800 AIRE SUR L ADOUR;2;04002212;Association de la MFREO d'Aire sur l'Adour;;;2020-09-29;-0.26924;43.697512;63;04000317;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;castelnau;40_castelnau;9697;0400753B;0400753B;;mfr.castelnau@mfr.asso.fr;mfr.castelnau;75;Nouvelle-Aquitaine;40;Landes;MFREO de Castelnau Chalosse;MFR de Castelnau-Chalosse;1999-09-01;;;0558985428;mfr.castelnau;0558985340;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;39266729100018;MAISON FAMILIALE RURALE DE CASTELNAU CHALOSSE;Oui;Non;Non;Oui;40071;CASTELNAU CHALOSSE;MFR DE CASTELNAU-CHALOSSE;;;CASSEN;;40360 CASTELNAU CHALOSSE;MFR DE CASTELNAU-CHALOSSE;;;CASSEN;;40360 CASTELNAU CHALOSSE;2;04002511;Association de la MFREO de Castelnau Chalosse;;;2020-09-29;-0.839414;43.662906;66;04000614;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Dax-Oeyreluy;40_oeyreluy;9680;0400800C;0400800C;;mfr.Dax-Oeyreluy@mfr.asso.fr;mfr.Dax-Oeyreluy;75;Nouvelle-Aquitaine;40;Landes;MFREO d'Oeyreluy Dax;Maison Familiale Rurale de Oeyreluy;2002-09-01;;;0558578105;mfr.Dax-Oeyreluy;0558578382;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78210329500013;MAISON FAMILIALE RURALE DE OEYRELUY;Oui;Non;Non;Oui;40207;OEYRELUY;MAISON FAMILIALE RURALE DE OEYRELUY;;;DOMAINE DE PONTCHEVRON;;40180 OEYRELUY;MAISON FAMILIALE RURALE DE OEYRELUY;;;DOMAINE DE PONTCHEVRON;;40180 OEYRELUY;2;04002312;Association de la MFREO d'Oeyreluy Dax;;;2020-09-29;-1.089649;43.668894;64;04000416;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Pontonx;40_pontonx;9648;0400802E;0400802E;;mfr.Pontonx@mfr.asso.fr;mfr.Pontonx;75;Nouvelle-Aquitaine;40;Landes;MFREO de Pontonx sur Adour;Maison Familiale Rurale de Pontonx sur Adour;1999-09-01;;www.mfr-pontonx.org;0558572042;mfr.Pontonx;0558572636;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78210973000013;MAISON FAMILIALE RURALE DE PONTONX SUR ARDOUR;Oui;Non;Non;Oui;40230;PONTONX SUR L ADOUR;MFR DE PONTONX SUR ADOUR;LE BOURG;;206 AVENUE DU MARENSIN;BP 4;40465 PONTONX SUR L ADOUR;MFR DE PONTONX SUR ADOUR;LE BOURG;;206 AVENUE DU MARENSIN;;40465 PONTONX SUR L ADOUR;2;04002412;Association de la MFREO de Pontonx sur Adour;;;2020-09-29;-0.924043;43.789754;65;04000515;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;St-Firmin;41_stfirmin;61004;0410957T;0410957T;;mfr.St-Firmin@mfr.asso.fr;mfr.St-Firmin;24;Centre-Val de Loire;41;Loir-et-Cher;MFREO de Saint Firmin des Prés;Maison Familiale Rurale du Vendômois;2002-09-01;;;0254234203;mfr.St-Firmin;0254234276;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77541137400025;MAISON FAMILIALE RURALE DE ST FIRMIN;Oui;Non;Oui;Non;41209;SAINT FIRMIN DES PRES;MAISON FAMILIALE RURALE DU VENDOMOIS;;;15 CHEMIN DE MONCE;;41100 ST FIRMIN DES PRES;MAISON FAMILIALE RURALE DU VENDOMOIS;;;15 CHEMIN DE MONCE;;41100 ST FIRMIN DES PRES;2;04101694;Association de la MFREO de Saint Firmin des Prés;;;2020-09-29;1.0951;47.843963;209;04100352;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Lespinasse;42_lespinasse stgermain;32274;0421187M;0421187M;;mfr.Lespinasse@mfr.asso.fr;mfr.Lespinasse;84;Auvergne-Rhône-Alpes;42;Loire;MFR de Saint Germain Lespinasse;MFR de Saint Germain Lespinasse;2002-09-01;;www.mfr-stgermain.fr;0477645007;mfr.Lespinasse;0477645336;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30284906200013;MAISON FAMILIALE RURALE DE ST GERMAIN;Oui;Non;Non;Non;42231;SAINT GERMAIN LESPINASSE;MFR DE SAINT GERMAIN LESPINASSE;;;417 ROUTE DES ATHIAUDS;;42640 ST GERMAIN LESPINASSE;MFR DE SAINT GERMAIN LESPINASSE;;;417 ROUTE DES ATHIAUDS;;42640 ST GERMAIN LESPINASSE;2;04204996;Association de la MFREO de St Germain Lespinasse;;;2020-09-29;3.946356;46.100243;628;04201011;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Marlhes;42_marlhes;32273;0421185K;0421185K;;mfr.Marlhes@mfr.asso.fr;mfr.Marlhes;84;Auvergne-Rhône-Alpes;42;Loire;MFREO de Marlhes;Maison Familiale Rurale Marlhes;1999-09-01;;www.mfr-marlhes.com;0477518187;mfr.Marlhes;0477518318;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30870556500015;MAISON FAMILIALE RURALE DE MARLHES;Oui;Non;Oui;Oui;42139;MARLHES;MAISON FAMILIALE RURALE MARLHES;;;22 ROUTE DE JONZIEUX;;42660 JONZIEUX;MAISON FAMILIALE RURALE MARLHES;;;22 ROUTE DE JONZIEUX;;42660 MARLHES;2;04204798;Association de la MFREO de Marlhes;;;2020-09-29;4.392594;45.284069;626;04200813;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;montbrison;42_montbrison;32211;0421288X;0421288X;;mfr.montbrison@mfr.asso.fr;mfr.montbrison;84;Auvergne-Rhône-Alpes;42;Loire;MFREO de Montbrison;MFR DE MONTBRISON;1999-09-01;;www.mfr-montbrison.fr;0477581922;mfr.montbrison;0477587390;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33509089000013;MAISON FAMILIALE RURALE DE MONTBRISON;Oui;Non;Non;Non;42147;MONTBRISON;MFR DE MONTBRISON;;;31 AVENUE D ALLARD;;42600 MONTBRISON;MFR DE MONTBRISON;;;31 AVENUE D ALLARD;;42600 MONTBRISON;2;04204310;Association de la MFREO de Montbrison;;;2020-09-29;4.056293;45.606431;622;04200417;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;mornand-en-forez;42_mornand;32772;0421859T;0421859T;;mfr.mornand-en-forez@mfr.asso.fr;mfr.mornand-en-forez;84;Auvergne-Rhône-Alpes;42;Loire;MFREO de Mornand en Forez;MFREO de Mornand en Forez;1999-09-01;;www.mfr-mornandenforez.fr;0477971777;mfr.mornand-en-forez;0477970144;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;31124794400011;MAISON FAMILIALE RURALE DE MORNAND EN FOREZ;Oui;Non;Non;Oui;42151;MORNAND EN FOREZ;MFREO DE MORNAND EN FOREZ;LES MARECHAUX;848 ROUTE DE MONTBRISON;MARECHAUX;;42600 MORNAND EN FOREZ;MFREO DE MORNAND EN FOREZ;;;LES MARECHAUX;;42600 MORNAND EN FOREZ;2;04204699;Association de la MFREO de Mornand en Forez;;;2020-09-29;4.119711;45.667464;625;04200714;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;st-Chamond;42_stchamond;32272;0421184J;0421184J;;mfr.st-Chamond@mfr.asso.fr;mfr.st-Chamond;84;Auvergne-Rhône-Alpes;42;Loire;MFREO de Saint Chamond;Maison Familiale Rurale de Saint-Chamond;1999-09-01;;www.mfr-stchamond.fr;0477221102;mfr.st-Chamond;0477290102;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77635616400017;MAISON FAMILIALE RURALE DE ST CHAMOND;Oui;Non;Non;Non;42207;SAINT CHAMOND;MAISON FAMILIALE RURALE DE SAINT-CHAMO;;;2 RUE DU CHEMIN DE FER;;42400 ST CHAMOND;MAISON FAMILIALE RURALE DE SAINT-CHAMO;;;2 RUE DU CHEMIN DE FER;;42400 ST CHAMOND;2;04204897;Association de la MFREO de Saint Chamond;;;2020-09-29;4.502529;45.4633;627;04200912;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;st-etienne;42_stetienne;32006;0421807L;0421807L;;mfr.st-etienne@mfr.asso.fr;mfr.st-etienne;84;Auvergne-Rhône-Alpes;42;Loire;IREO de la Loire à Saint Etienne;MAISON FAMILIALE RURALE DE ST ETIENNE;1999-09-01;;www.mfr-stetienne.fr;0477478250;mfr.st-etienne;0477385123;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;30284207500020;MAISON FAMILIALE RURALE DE ST ETIENNE;Oui;Non;Non;Oui;42218;SAINT ETIENNE;MAISON FAMILIALE RURALE DE ST ETIENNE;;;38 RUE DU DR PAUL MICHELON;;42100 ST ETIENNE;MAISON FAMILIALE RURALE DE ST ETIENNE;;;38 RUE DU DR PAUL MICHELON;;42100 ST ETIENNE;2;04205095;Association de l'IREO de la Loire à Saint Etienne;;;2020-09-29;4.427878;45.418627;629;04201110;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;vougy;42_vougy;32271;0421183H;0421183H;;mfr.vougy@mfr.asso.fr;mfr.vougy;84;Auvergne-Rhône-Alpes;42;Loire;MFREO Le Roseil à Vougy;MFR VOUGY LE ROSEIL;1999-09-01;;www.mfr.vougy.fr;0477653053;mfr.vougy;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;30285103500014;MAISON FAMILIALE RURALE DE VOUGY;Oui;Non;Non;Non;42338;VOUGY;MFR VOUGY;;;280 ALLEE DU ROSEIL;;42720 VOUGY;MFR VOUGY;;;280 ALLEE DU ROSEIL;;42720 VOUGY;2;04204410;Association de la MFREO 'Le Roseil' de Vougy;;;2020-09-29;4.13038;46.096142;623;04200516;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;ste.florine;43_steflorine;15611;0430886E;0430886E;;mfr.ste.florine@mfr.asso.fr;mfr.ste.florine;84;Auvergne-Rhône-Alpes;43;Haute-Loire;MFREO de Sainte Florine;Maison Familiale Rurale de Sainte-Florine;1999-09-01;;www.mfr-steflorine.fr;0473541931;mfr.ste.florine;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77915044000013;MAISON FAMILIALE RURALE DE STE FLORINE;Oui;Non;Non;Non;43185;SAINTE FLORINE;MAISON FAMILIALE RURALE DE SAINTE-FLOR;;;6 RUE JEAN CATINOT;;43250 STE FLORINE;MAISON FAMILIALE RURALE DE SAINTE-FLOR;;;6 RUE JEAN CATINOT;;43250 STE FLORINE;2;04302487;Association de la MFREO de Sainte Florine;;;2020-09-29;3.317213;45.404649;98;04300353;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Aigrefeuille;44_aigrefeuille;58126;0441835F;0441835F;;mfr.Aigrefeuille@mfr.asso.fr;mfr.Aigrefeuille;52;Pays de la Loire;44;Loire-Atlantique;MFREO d'Aigrefeuille sur Maine;MFREO d'Aigrefeuille sur Maine;2002-09-01;;;0240066130;mfr.Aigrefeuille;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE D'AIGREFEUILLE;Oui;Non;Non;Non;44002;AIGREFEUILLE SUR MAINE;MFREO D AIGREFEUILLE SUR MAINE;;;54 AVENUE DE NANTES;;44140 AIGREFEUILLE SUR MAINE;MFREO D AIGREFEUILLE SUR MAINE;;;54 AVENUE DE NANTES;;44140 AIGREFEUILLE SUR MAINE;2;04405789;Association de la MFREO d'Aigrefeuille sur Maine;;;2020-09-29;-1.40508170088575;47.078785581844;420;04401507;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;carquefou;44_carquefou;58058;0441972E;0441972E;;mfr.carquefou@mfr.asso.fr;mfr.carquefou;52;Pays de la Loire;44;Loire-Atlantique;MFREO de Carquefou;Maison Familiale Rurale Carquefou;1999-09-01;;www.mfr-carquefou.com;0240527982;mfr.carquefou;0240527983;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;78602926400029;MAISON FAMILIALE RURALE DE CARQUEFOU;Oui;Non;Non;Non;44026;CARQUEFOU;MAISON FAMILIALE RURALE CARQUEFOU;;;LA CHARMELIERE;;44470 CARQUEFOU;MAISON FAMILIALE RURALE CARQUEFOU;;;LA CHARMELIERE;;44470 CARQUEFOU;2;04406581;Association de la MFREO de Carquefou;;;2020-09-29;-1.47362550025534;47.2953447258101;427;04402269;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;cfp.vallet;44_cfpvallet;Pas de iMFR;Pas de iMFR;0442686F;Pas de iMFR;cfp.vallet@mfr.asso.fr;cfp.vallet;52;Pays de la Loire;44;Loire-Atlantique;FC La Pommeraie;FC La Pommeraie;2003-09-01;;;0240363464;cfp.vallet;0240339852;Sans objet;Privé;CFP;UNMFREO;Sans objet;;CENTRE FORMATION CONTINUE LA POMMERAIE;Non;Non;Oui;Non;44212;VALLET;FC LA POMMERAIE;;;LA POMMERAIE;;44330 VALLET;FC LA POMMERAIE;;;LA POMMERAIE;;44330 VALLET;1;04407519;FC La Pommeraie;;;2020-09-29;-1.26774766987165;47.1864281864834;5000000003527;04407519;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Chateaubriant;44_chateaubriant;58123;0441828Y;0441828Y;;mfr.Chateaubriant@mfr.asso.fr;mfr.Chateaubriant;52;Pays de la Loire;44;Loire-Atlantique;MFREO de Châteaubriant;Maison Familiale et Rurale de Châteaubriant;2000-09-01;;http://www.mfr-chateaubriant.fr;0240283684;mfr.Chateaubriant;0240282265;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78604475000036;MAISON FAMILIALE RURALE DE CHATEAUBRIANT;Oui;Non;Non;Oui;44036;CHATEAUBRIANT;MAISON FAMILIALE ET RURALE;;;2 RUE PIERRE BLAYS;;44110 CHATEAUBRIANT;MAISON FAMILIALE ET RURALE;;;2 RUE PIERRE BLAYS;;44110 CHATEAUBRIANT;2;04406383;Association de la MFREO de Châteaubriant;;;2020-09-29;-1.378273;47.721692;425;04402002;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Lege;44_lege;59028;0441827X;0441827X;;mfr.Lege@mfr.asso.fr;mfr.Lege;52;Pays de la Loire;44;Loire-Atlantique;MFREO de Lege;MFREO de Lege;1999-09-01;;;0240263535;mfr.Lege;0240263292;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DE LEGE;Oui;Non;Non;Non;44081;LEGE;MFREO DE LEGE;;;7 RUE DU BOCAGE;;44650 LEGE;MFREO DE LEGE;;;7 RUE DU BOCAGE;;44650 LEGE;2;04405888;Association de la MFREO de Lege;;;2020-09-29;-1.60316263747645;46.889202001451;421;04401606;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;machecoul;44_machecoul;58122;0441826W;0441826W;;mfr.machecoul@mfr.asso.fr;mfr.machecoul;52;Pays de la Loire;44;Loire-Atlantique;MF Horticole de Machecoul;Maison Familiale Horticole de Machecoul;1999-09-01;;mfr-machecoul.com;0240023990;mfr.machecoul;0240023001;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DE MACHECOUL;Oui;Non;Oui;Oui;44087;MACHECOUL SAINT MEME;MAISON FAMILIALE DE MACHECOUL;;;BOULEVARD DES REGENTS;MACHECOUL;44270 MACHECOUL ST MEME;MAISON FAMILIALE DE MACHECOUL;;;BOULEVARD DES REGENTS;MACHECOUL;44270 MACHECOUL ST MEME;2;04405987;Association de la MF Horticole de Machecoul;;;2020-09-29;-1.81912098665587;46.9956502910028;422;04401705;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Riaille;44_riaille;58124;0441831B;0441831B;;mfr.Riaille@mfr.asso.fr;mfr.Riaille;52;Pays de la Loire;44;Loire-Atlantique;MFREO de Riaillé;MAISON FAMILIALE RURALE du Val d'Erdre;1999-09-01;;mfRialle.com;0240978048;mfr.Riaille;0240978877;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78835262300011;MAISON FAMILIALE RURALE DE RIAILLE;Oui;Non;Non;Non;44144;RIAILLE;MAISON FAMILIALE RURALE DU VAL D ERDRE;;;551 RUE D ANJOU;BP 31;44440 RIAILLE;MAISON FAMILIALE RURALE DU VAL D ERDRE;;;551 RUE D ANJOU;;44440 RIAILLE;2;04406284;Association de la MFREO de Riaillé;;;2020-09-29;-1.2841563244294;47.5153657222903;410;04400517;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;st-pere-en-retz;44_stpere;58127;0441836G;0441836G;;mfr.st-pere-en-retz@mfr.asso.fr;mfr.st-pere-en-retz;52;Pays de la Loire;44;Loire-Atlantique;MFREO de Saint Père en Retz;MFREO de Saint Père en Retz;1999-09-01;;http://www.mfr-stpere.org;0240217062;mfr.st-pere-en-retz;0240218391;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78835245800012;MAISON FAMILIALE RURALE DE ST PERE EN RETZ;Oui;Non;Non;Non;44187;SAINT PERE EN RETZ;MFREO DE SAINT PERE EN RETZ;;;20 RUE DU PRIEURE;;44320 ST PERE EN RETZ;MFREO DE SAINT PERE EN RETZ;;;20 RUE DU PRIEURE;;44320 ST PERE EN RETZ;2;04406185;Association de la MFREO de Saint Père en Retz;;;2020-09-29;-2.04952469719456;47.2036071260791;424;04401903;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;stphilbert;44_stphilbert;55358;0441973F;0441973F;;mfr.stphilbert@mfr.asso.fr;mfr.stphilbert;52;Pays de la Loire;44;Loire-Atlantique;IREO de Saint Philbert de Grand Lieu;Maison Familiale Rurale;2002-09-01;;www.mfr-stphilbert.fr;0240787069;mfr.stphilbert;0240787987;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;78835277100018;MAISON FAMILIALE RURALE DE ST PHILBERT DE GRAND LIEU;Oui;Non;Non;Non;44188;SAINT PHILBERT DE GRAND LIEU;MAISON FAMILIALE RURALE;;;44 RUE DE JOINVILLE;;44310 ST PHILBERT DE GRAND LIEU;MAISON FAMILIALE RURALE;;;44 RUE DE JOINVILLE;;44310 ST PHILBERT DE GRAND LIEU;2;04406086;Association de l'IREO à St Philbert de Grand Lieu;;;2020-09-29;-1.64518600531458;47.0406345615932;423;04401804;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;chaingy;45_chaingy;60556;0451461U;0451461U;;mfr.chaingy@mfr.asso.fr;mfr.chaingy;24;Centre-Val de Loire;45;Loiret;MFREO de Chaingy;MFREO de Chaingy;2002-09-01;;www.mfr-chaingy.fr;0238888629;mfr.chaingy;0238889397;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77544864000018;MAISON FAMILIALE RURALE DE CHAINGY;Oui;Non;Non;Non;45067;CHAINGY;MFREO DE CHAINGY;;;27 ROUTE DE BLOIS;;45380 CHAINGY;MFREO DE CHAINGY;;;27 ROUTE DE BLOIS;;45380 CHAINGY;2;04502587;Association de la MFREO de Chaingy;;;2020-09-29;1.788764;47.87172;213;04500255;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Ferolles;45_ferolles;60544;0451464X;0451464X;;mfr.Ferolles@mfr.asso.fr;mfr.Ferolles;24;Centre-Val de Loire;45;Loiret;MFREO de Férolles;MFREO Férolles;2002-09-01;;;0238597304;mfr.Ferolles;0238598967;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DE FEROLLES;Oui;Non;Non;Non;45144;FEROLLES;MFREO FEROLLES;;;7 ROUTE DE DARVOY;;45150 FEROLLES;MFREO FEROLLES;;;7 ROUTE DE DARVOY;;45150 FEROLLES;2;04502488;Association de la MFREO de Férolles;;;2020-09-29;2.10988;47.835838;212;04500156;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
