code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
a14;0351980M;coralie.marie@unicem.fr;CTRE DE FORMATION D'APPRENTIS;U.N.I.C.E.M.;5 RUE MONSEIGNEUR GRY;35420;LOUVIGNE DU DESERT;0299980159;coralie.marie@unicem.fr;1;600;;present_enquete_sifa;78471704300169
d53;0352025L;;MAISON FAMILIALE RURALE;DE FOUGERES;1 BIS RUE DES COTTERETS;35300;FOUGERES;0299948400;ce.0352025L@ac-rennes.fr;;380;APP;nouveau;77768390500023
d53;0352026M;;MAISON FAMILIALE RURALE;DE JANZE;41 RUE DU BOIS ROUGE;35150;JANZE;0299470452;ce.0352026M@ac-rennes.fr;;380;APP;nouveau;77769415900016
d53;0352028P;;MAISON FAMILIALE RURALE;DE ST MEEN LE GRAND;40 RUE DE MERDRIGNAC;35290;ST MEEN LE GRAND;0299096110;ce.0352028P@ac-rennes.fr;;380;APP;nouveau;77777644400013
d53;0352193U;cfa.st-aubin@educagri.fr;CTRE FORMATION APPRENTIS AGRIC;DE ST AUBIN DU CORMIER;;35140;ST AUBIN DU CORMIER;02 99 45 14 5;;1;600;;present_enquete_sifa;
a14;0352356W;cfabretagne@compagnons-du-devoir.com;CENTRE FORMATION APPRENTIS;DES COMPAGNONS DU DEVOIR;2  RUE JULES VERNE;35000;RENNES;0299651400;m.rebours@compagnons-du-devoir.com;1;600;;present_enquete_sifa;77566202600829
a14;0352382Z;;AFTEC FORMATION;;23  RUE KERAUTRET-BOTMEL;35067;RENNES CEDEX;0299861100;;;700;APP;nouveau;35119111900160
a14;0352449X;i.rouille@inhni.com;CFA DE LA PROPRETE;I.N.H.N.I.;RUE URBAIN LEVERRIER;35170;BRUZ;0299261080;i.rouille@inhni.com;1;600;;present_enquete_sifa;32187778900099
a14;0352450Y;lucie.lechoisne@cfpb.fr;CFA BANQUE FINANCE BRETAGNE;CFPB;227 rue DE CHATEAUGIRON;35000;RENNES;0299223782;lucie.lechoisne@cfpb.fr;1;600;;present_enquete_sifa;77567554900411
a14;0352490S;c.dorel@groupe-esccot.fr;CTRE DE FORMATION D'APPRENTIS;ESCCOT;29 AVENUE DES PEUPLIERS;35510;CESSON SEVIGNE;0299834483;c.dorel@groupe-esccot.fr;1;600;;present_enquete_sifa;
d53;0352492U;cfa.mfr.bretagne@mfr.asso.fr;CFA AGRICOLE PRIVE;FR MFR BRETAGNE;;35768;ST GREGOIRE CEDEX;0223250808;cfa.mfr.bretagne@mfr.asso.fr;1;600;;present_enquete_sifa;
d53;0352494W;;C F P P A;LEGTA THEODORE MONOD;55 AVENUE DE LA BOUVARDIERE;35651;LE RHEU CEDEX;0299297345;;;740;APP;nouveau;
d53;0352495X;;CTRE PROM SLE AGRI;DE COMBOURG;AVENUE DES PALMIERS;35270;COMBOURG;0299730527;;;740;APP;nouveau;
a14;0352496Y;josiane.bleuzen@aftral.com;CFA TRANSPORT ET LOGISTIQUE;AFTRAL;10 RUE DES CHARMILLES;35514;CESSON SEVIGNE CEDEX;0299321022;josiane.bleuzen@aftral.com;1;600;;present_enquete_sifa;33351371100049
a14;0352579N;nhenninot@promotrans.fr;CTRE DE FORMATION D'APPRENTIS;PROMOTRANS LOGIST TRANSPORT;AVENUE URBAIN LE VERRIER;35170;BRUZ;0299525534;nhenninot@promotrans.fr;1;600;;present_enquete_sifa;77568013500735
a14;0352690J;florence.dubois@ac-rennes.fr;CTRE DE FORMATION D'APPRENTIS;EDUCATION NATIONALE;76 avenue des Buttes de Coësmes;35083;RENNES CEDEX;0299546550;florence.dubois@ac-rennes.fr;1;600;;present_enquete_sifa;19350032900035
d53;0352715L;cfa.ecb@cfa-ecb.fr;CTR FORMATION APPRENTIS AGRIC;AGAEAPB - ECB;6  BOULEVARD EMMANUEL MOUNIER;35706;RENNES CEDEX 7;0223060613;;1;600;;present_enquete_sifa;
a14;0352758H;;BUROSCOPE;;4 RUE DE BRAY;35510;CESSON SEVIGNE;0299228484;rennes@buroscope.fr;;700;APP;nouveau;33126776500047
a14;0352822C;;TOTEM FORMATION;TOTEM FORMATION;9 RUE DES CHARMILLES;35510;CESSON SEVIGNE;0299591310;contact@totemformation.fr;;400;APP;nouveau;52942598500023
a14;0352856P;;GRETA EST-BRETAGNE;LYC DES METIERS MENDES FRANCE;34 rue BAHON RAULT;35069;RENNES CEDEX;0299226364;;;710;APP;nouveau;19350030300030
a14;0352862W;Carole.goasdoue@campus-sport-bretagne.fr;CFA DU SPORT;CAMPUS EXCELLENCE SPORTIVE;24 RUE DES MARETTES;35802;DINARD CEDEX;;formation@campus-sport-bretagne.fr;1;730;;present_enquete_sifa;
a14;0352937C;;OF - CFA CESSON-SÉVIGNÉ;LYCÉE PRIVÉ OZANAM;99 rue de la Chalotais;35510;CESSON SEVIGNE;0299839740;direction@ozanam.bzh;;605;;nouveau;82081528000012
a14;0352938D;;OF - CFA RENNES;LYCÉE PRIVÉ DE LA SALLE;5 rue de la Motte-Brûlon;35000;RENNES;;;;605;;nouveau;
a14;0352939E;;OF - CFA LODIMA ST-JACQUES;LODIMA OUEST 35;1 rue du Capitaine Dreyfus;35136;ST JACQUES DE LA LANDE;0299355993;lodimaouest@wanadoo.fr;;605;;nouveau;42968925000026
a14;0352946M;;OF - CFA REDON;LYCÉE PRIVÉ MARCEL-CALLO;21 rue Etienne-Gascon;35600;REDON;;;;605;;nouveau;
a14;0352947N;;OF - CFA CLPS;CLPS LE RHEU;16 avenue de la Croix-Verte;35651;LE RHEU CEDEX;0299146767;direction.generale@clps.net;;605;;nouveau;
a14;0352948P;;OF - CFA;ASCOR COMMUNICATION;2 allée Marie-Berhaut;35000;RENNES;0299781904;o.marquet@espace-concours.fr;;605;;nouveau;
a14;0352949R;;OF - CFA OPTIMA;OPTIMA;9 rue du Lieutenant-Colonel Dubo;35132;VEZIN LE COQUET;0299149090;optima@optima.tm.fr;;605;;nouveau;
a14;0352952U;;OF - CFA;LODIMA OUEST BRUZ;45 rue Louis-Blériot;35170;BRUZ;0299355993;lodimaouest@wanadoo.fr;;605;;nouveau;
a14;0352953V;;OF - CFA;BREIZH FORMATION ET APPRENTISS;2 avenue de la Forêt;35340;LIFFRE;0666711839;abfaformation35@gmail.com;;605;;nouveau;83840266700011
a14;0352954W;;OF - CFA;IBEP RENNES;4 rue Micheline-Ostermeyer;35000;RENNES;0299861190;ibep.dg@ibepformation.fr;;605;;nouveau;
a14;0352962E;;OF - CFA;GIP-FAR RENNES;6 rue Kléber;35000;RENNES;0299251160;ce.gipfar@ac-rennes.fr;;605;;nouveau;18350910800019
a14;0352963F;;OF - CFA;FORGET FORMATION CESSON;4 rue de Châtillon;35577;CESSON SEVIGNE CEDEX;0299861820;directiongenerale@forget-formation.com;;605;;nouveau;
a14;0352964G;;OF - CFA;CEFORAS FORM'ACTION CESSON;4 rue de Châtillon;35510;CESSON SEVIGNE;0299861820;directiongenerale@forget-formation.com;;605;;nouveau;
a14;0352965H;;OF - CFA;LYCÉE PRIVÉ NOTRE-DAME DE REDO;6 rue de Vannes;35601;REDON CEDEX;;;;605;;nouveau;
a14;0352966J;;OF - CFA;MEDIASCHOOL RENNES;14 rue de la Chalotais;35000;RENNES;0290788312;info@ecs-rennes.com;;605;;nouveau;83369622200011
a18;0360548A;reine.duthoit@cfacm36.fr;CTR DE FORMATION D APPRENTIS;INTERPROF CH MET INDRE;164 avenue John Kennedy;36002;CHATEAUROUX CEDEX;0254087000;info@cfacm36.fr;1;600;;present_enquete_sifa;18360002200036
a18;0360709A;karine.rabier@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP CFA DE L INDRE ET DU CHER;16 avenue Patureau-Francoeur;36000;CHATEAUROUX;0254347678;cfabtp.chateauroux@ccca-btp.fr;1;600;;present_enquete_sifa;77534903800080
a18;0360766M;aurore.chapus@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;DE L INDRE;Route de velles;36018;CHATEAUROUX CEDEX;0254531110;cfa.indre@educagri.fr;1;600;;present_enquete_sifa;19360017800068
a18;0360777Z;ngodard@indre.cci.fr;CTR DE FORM SUP D APPRENTIS;CCI INDRE;16 place Saint-Cyran;36000;CHATEAUROUX;0254535200;cfsa@indre.cci.fr;1;600;;present_enquete_sifa;18360001400058
a18;0360846Z;;ECOLE 2D DEGRE PROF.PRIVEE;ACADEMIE DES FORMATIONS;8 rue Guimon Latouche;36000;CHATEAUROUX;0254530228;chateauroux@groupe-terrade.com;;320;APP;nouveau;35180218600079
a18;0360864U;;ORGANISME FORMATION-CFA;INSERTIS BUSINESS SCHOOL CHATE;2 bis rue Descartes;36000;CHATEAUROUX;06.22.82.97.9;insertis.bs@gmail.com;;605;;nouveau;83894531900013
a18;0360865V;;ORGANISME FORMATION-CFA;FOREPABE - LA CHATRE;14 rue du Maquis;36400;LA CHATRE;;direction@forepabe.fr;;605;;nouveau;43525315800024
a18;0370811F;vdupety@cm-tours.fr;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS;5-7 rue Joseph Cugnot;37300;JOUE LES TOURS;0247784700;campus37@cm-tours.fr;1;600;;present_enquete_sifa;18370002000021
a18;0370825W;carine.marin@cfa-tours.fr;CTR DE FORMATION D APPRENTIS;TOURS ALTERNANCE FORMATION;8 allée Roger Lecotte;37100;TOURS;0247885100;information@cfa-tours.fr;1;600;;present_enquete_sifa;32570588700033
a18;0370984U;guenola.meme@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP CFA INDRE-ET-LOIRE;106 rue Marcel Cachin;37700;ST PIERRE DES CORPS;0247440553;btpcfa.37@ccca-btp.fr;1;600;;present_enquete_sifa;77534903800031
a18;0371436K;christine.boudou01@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFAAD DE L INDRE ET LOIRE;;37230;FONDETTES;0247421790;cfa.indre-et-loire@educagri.fr;1;600;;present_enquete_sifa;19370781700048
a18;0371437L;i.hersant@compagnons-du-devoir.com;CTR DE FORMATION D APPRENTIS;COMPAGNONS DU DEVOIR;25 rue de Franche Comté;37008;TOURS CEDEX 1;0247413939;;1;600;;present_enquete_sifa;77566202600381
a18;0371461M;cartif.37@ac-orleans-tours.fr;CTR DE FORMATION D APPRENTIS;CARTIF;9 rue du Commandant Bourgouin;37058;TOURS CEDEX 1;0247779007;cartif.37@ac-orleans-tours.fr;1;600;;present_enquete_sifa;19370040800035
a18;0371514V;s.yazid@groupe-imt.com;CTR DE FORMATION D APPRENTIS;MET INDUS PHARMACIE COSMETOLOG;38 avenue Marcel Dassault;37206;TOURS CEDEX 3;0247713713;contact@groupe-imt.com;1;600;;present_enquete_sifa;38459854600057
a18;0371515W;a.derouault@inhni.com;CTR DE FORMATION D APPRENTIS;DE LA PROPRETE (INHNI);34 rue du Sergent Leclerc;37000;TOURS;0247364580;cfa.centre@inhni.com;1;600;;present_enquete_sifa;32187778900123
a18;0371700X;;CENTRE ALTERNANCE TOURAINE;TOURS;104 avenue André Maginot;37000;TOURS;;contact37@alternance-touraine.com;;400;APP;nouveau;48832827900028
a18;0371792X;;ORGANISME FORMATION-CFA;CEFIM TOURS;32 avenue Marcel Dassault;37205;TOURS CEDEX 3;0247402680;amoreno@cefim.eu;;605;;nouveau;75301474500016
a18;0371793Y;;ORGANISME FORMATION-CFA;AFTRAL PARCAY-MESLAY;;37210;PARCAY MESLAY;02.47.41.29.4;bruno.croizon@aftral.com;;605;;nouveau;30540504501239
a08;0381818V;;LYCEE PROFESSIONNEL AGRICOLE;DE VOIRON;56  RUE DE LA MARTELLIERE;38516;VOIRON CEDEX;0476050266;epl.voiron@educagri.fr;;320;APP;nouveau;19381818400015
a08;0381861S;marie-christine.nabais@grenoble.cci.fr;CENTRE DE FORMATION D'APPRENTI;IMT;10 rue AIME PUPIN;38001;GRENOBLE CEDEX 1;0476282698;imt@grenoble.cci.fr;1;600;;present_enquete_sifa;18383001700152
a08;0381912X;;INST POLYTECHNIQUE GRENOBLE;INST POLYTECHNIQUE GRENOBLE;46 avenue Félix Viallet;38001;GRENOBLE CEDEX 1;0476574500;contact@grenoble-inp.fr;;553;AP1;nouveau;19381912500017
a08;0382050X;;ECOLE TECHNOLOGIQUE PRIVEE;FAUGIER;19 rue RENE THOMAS;38000;GRENOBLE;0476481548;faugier.hays2@wanadoo.fr;;301;;nouveau;42965896600016
a08;0382441X;joelle.duclos@efma.fr;CENTRE DE FORMATION D'APPRENTI;EFMA;10 rue SAINT HONORE CHAMP FLEURI;38307;BOURGOIN JALLIEU CEDEX;0474436700;contact@efma.fr;1;600;;present_enquete_sifa;18382001800020
a08;0382650Z;;GRETA DE GRENOBLE;LPO VAUCANSON;27 rue Anatole France;38000;GRENOBLE;0476332740;gretadegrenoble@ac-grenoble.fr;;710;;nouveau;19380033100020
a08;0382652B;;GRETA NORD ISERE;LPO ELLA FITZGERALD;33 avenue D'ITALIE;38307;BOURGOIN JALLIEU CEDEX;0474280486;gretanisere@ac-grenoble.fr;;710;;nouveau;19380081000031
a08;0382896S;;ECOLE 2D DEGRE POLYV. PRIVEE;UNIVERIA;6 rue IRVOY;38000;GRENOBLE;0476460047;grenoble@univeria.fr;;440;;nouveau;38768417800057
a08;0382910G;pascale.bourgey@aftral.com;CENTRE DE FORMATION D'APPRENTI;AFTRAL CFA TRANSPORT LOGISTIQU;Rue DES SAPHIRS;38280;VILLETTE D ANTHON;0472025828;severine.carrier@aftral.com;1;600;;present_enquete_sifa;77569201500271
a08;0383062X;ghislaine.charles@difcam.com;CENTRE DE FORMATION D'APPRENTI;DIFCAM BANQUE ET ASSURANCES;12 place DE LA RESISTANCE;38009;GRENOBLE CEDEX 1;0476560805;ghislaine.charles@difcam.com;1;600;;present_enquete_sifa;33532404200019
a08;0383091D;melanie.pardo@formation-industries-isere.fr;CENTRE DE FORMATION D'APPRENTI;A.D.F.I.;83 rue DE CHATAGNON;38430;MOIRANS;0476358500;mteule@udimec.fr;1;600;;present_enquete_sifa;77559594500111
a08;0383139F;ifa.emilie@yahoo.com;CENTRE DE FORMATION D'APPRENTI;IFA DES ALPES;3  AVENUE MARIE REYNOARD;38100;GRENOBLE;0476490477;ifa.des.alpes@wanadoo.fr;1;600;;present_enquete_sifa;40197111400012
a08;0383143K;pagora.cfa-agefpi@grenoble-inp.fr;CENTRE DE FORMATION D'APPRENTI;AGEFPI;461 rue DE LA PAPETERIE;38402;ST MARTIN D HERES CEDEX;0476826900;pagora.cfa-agefpi@grenoble-inp.fr;1;600;AP1;present_enquete_sifa;31293685900056
a08;0383169N;aurelie.caluori@formasup-ida.com;CENTRE DE FORMATION D'APPRENTI;FORMASUP ISÈRE DRÔME ARDÈCHE;3 avenue MARIE REYNOARD;38100;GRENOBLE;0476845652;info@formasup-ida.com;1;600;;present_enquete_sifa;40945804900015
a08;0383173T;pascale.masson@unicem.fr;CENTRE DE FORMATION D'APPRENTI;UNICEM;5 rue DES CARRIERES;38390;MONTALIEU VERCIEU;0474886858;cfa.montalieu@unicem.FR;1;600;;present_enquete_sifa;78471704300193
a08;0383241S;;QUALIFORMATION;QUALIFORMATION;7 RUE MARECHAL LECLERC;38130;ECHIROLLES;0476997070;info@qualiformation.fr;;700;APP;nouveau;44227959200020
a08;0383249A;emilie.reynaert@ccca-btp.fr;CENTRE DE FORMATION D'APPRENTI;BTP CFA ISÈRE;21 BOULEVARD PRE POMMIER;38300;BOURGOIN JALLIEU;0474191340;cfabtp.bourgoinjallieu@ccca-btp.fr;1;600;;present_enquete_sifa;41884676200023
a08;0383332R;ce.cfafipag@ac-grenoble.fr;CENTRE DE FORMATION D'APPRENTI;FIPAG;7 place BIR HAKEIM;38021;GRENOBLE CEDEX 1;0476747340;Ce.cfafipag@ac-grenoble.fr;1;600;;present_enquete_sifa;18383011600020
a08;0383369F;;CENTRE DE FORMATION CONTINUE;SUP FORMATION;22 COURS SENOZAN;38500;VOIRON;0476052713;sup.formation@wanadoo.fr;;700;;nouveau;41302271600042
a08;0383426T;isabelle-dales@ifa.asso.fr;SPORT ET ANIMATION RHÔNE ALPES;SPORT ET ANIMATION RHÔNE ALPES;30 avenue du Général Leclerc;38202;VIENNE CEDEX;0437021774;;1;600;;present_enquete_sifa;40996871600046
a08;0383474V;;CENTRE DE FORMATION CONTINUE;;8 rue DU TOUR DE L'EAU;38400;ST MARTIN D HERES;0476037400;;;700;APP;nouveau;33355433500039
a08;0383480B;;CENTRE DE FORMATION CONTINUE;INFA;180 BOULEVARD DE CHARAVINES;38500;VOIRON;0476374917;isere@infa-formation.com;;700;APP;nouveau;78574029100824
a08;0383493R;;UNIVERSITE GRENOBLE ALPES;;621 avenue Centrale;38400;ST MARTIN D HERES;0457422142;;;523;;nouveau;13002139700018
a08;0383545X;;CFA;OG ECOLE SCHNEIDER ELECTRIC;41 rue HENRI WALLON;38400;ST MARTIN D HERES;0476248420;corinne.segond@se.com;;605;;nouveau;87838051800026
a08;0383547Z;;GBRH;;350 chemin DU PRE NEUF;38350;LA MURE D ISERE;0177759667;gbrh78@gmail.com;;605;;nouveau;83286939000019
a03;0390799G;v.gaiffe@artisanat-comtois.fr;CTR DE FORMATION D APPRENTIS;DU JURA;23  ROUTE DE LONS LE SAUNIER;39570;GEVINGEY;0384473372;cfadujura@artisanat-comtois.fr;1;600;;present_enquete_sifa;13002071200050
d43;0391038S;canan.dulu@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;DU JURA;614 AVENUE EDGAR FAURE;39570;MONTMOROT;0384872003;cfa.jura@educagri.fr;1;600;;present_enquete_sifa;19390810000012
d43;0391039T;claire.berthod.@educagri.fr;CTR FORMATION APPRENTIS;AGROALIMENTAIRE ENILBIO;ROUTE DE VERSAILLES;39800;POLIGNY;0384737676;cfa.poligny@educagri.fr;1;600;;present_enquete_sifa;19390812600017
a03;0391144G;;GPT ETS POUR LA FORM.CONTINUE;JURA;1 rue Anne Frank;39001;LONS LE SAUNIER CEDEX;0384869000;greta.jura@ac-besancon.fr;;710;;nouveau;19390019800030
a03;0391172M;myriel.mattarelli@formation-industries-fc.fr;CTR DE FORMATION D APPRENTIS;INDUSTRIEL;5 RUE BOUGAULD;39101;DOLE CEDEX;0384829170;apprentissage-sfc@formation-industries-fc.fr;0;600;;present_non_enquete_sifa;37932670500033
a03;0391210D;dfavre@cfai.org;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE;ROUTE DE LONS-LE-SAUNIER;39570;GEVINGEY;0384868360;claude.bouiller@formation-industries-fc.fr;0;600;;present_non_enquete_sifa;
a04;0400100S;celine.labat@cma-40.fr;C.F.A;DES METIERS DE L'ARTISANAT DES;170 chemin GUSTAVE EIFFEL;40003;MONT DE MARSAN CEDEX;0558058180;epm@cma-40.fr;1;600;;present_enquete_sifa;18400001600032
a04;0400751Z;cecile.poree@ccca-btp.fr;CENTRE DE FORMATION D'APPRENTI;BTP DES LANDES - MORCENX;5 rue DU 19 MARS 1962;40110;MORCENX LA NOUVELLE;0558079837;cfabtp.morcenx@ccca-btp.fr;1;600;;present_enquete_sifa;78412405900022
a04;0400780F;virginie.gaudfroy@cfaib.fr;CTR DE FORMATION D APPRENTIS;DES INDUSTRIES DU BOIS;526 route D'OEYRELUY;40180;SEYRESSE;0558743699;contact@cfaib.fr;1;600;;present_enquete_sifa;
a04;0400781G;cfa.hotellerie.dax@wanadoo.fr;CENTRE DE FORMATION D'APPRENTI;DES METIERS DE L'HOTELLERIE -;23 avenue DU SABLAR;40107;DAX CEDEX;0558587080;cfa.hotellerie.dax@wanadoo.fr;1;600;;present_enquete_sifa;19400007100051
d75;0400800C;;MAISON FAMILIALE RURALE;DE OEYRELUY;DOMAINE DE PONTCHEVRON;40180;OEYRELUY;0558578105;mfr.dax-oeyreluy@mfr.asso.fr;;380;APP;nouveau;78210329500013
d75;0400802E;;MAISON FAMILIALE RURALE;DE PONTONX SUR ARDOUR;206  AVENUE MARENSIN;40465;PONTONX SUR L ADOUR;0558572042;mfr.pontonx@mfr.asso.fr;;380;APP;nouveau;78210973000013
d75;0400898J;corinne.lauga@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;DES LANDES;2915  ROUTE BARTHES;40180;OEYRELUY;0558987093;cfa.landes@educagri.fr;1;600;;present_enquete_sifa;19400750600034
d75;0400918F;cfa.sabres@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFA FORESTIER;ROUTE DE LUGLON;40630;SABRES;0558044188;lpa.sabres@educagri.fr;1;600;;present_enquete_sifa;19400750600042
a04;0401042R;cfa.boisethabitat@ac-bordeaux.fr;CFA BOIS ET HABITAT;LPO HAROUN TAZIEFF;730 boulevard ST VINCENT DE PAUL;40993;ST PAUL LES DAX CEDEX;0558557111;cfa.boisethabitat@ac-bordeaux.fr;1;600;;present_enquete_sifa;19400006300025
a04;0401090T;;ORGANISME FORMATION-CFA;ASFO ADOUR MONT DE MARSAN;1052 rue de la ferme de carboué;40000;MONT DE MARSAN;0558757280;cecile.bazerque@asfo-adour.org;;605;;nouveau;
a18;0410590U;m.bertrand@cfa41.fr;CTR DE FORMATION D APPRENTIS;INTERPROF CH MET LOIR ET CHER;12 rue François Billoux;41000;BLOIS;0254741473;info@cfa41.fr;1;600;;present_enquete_sifa;18410002200021
a18;0410592W;mariepierre.denis@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP CFA DU LOIR-ET-CHER;34 rue Bernard Darada;41000;BLOIS;0254903456;btpcfa41@ccca-btp.fr;1;600;;present_enquete_sifa;77534903800106
a18;0410892X;gricois@promotrans.fr;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS PROMOTRANS;9 allée du Bois de l'Orme;41100;ST OUEN;0254733730;campus-vendome@promotrans.fr;1;600;;present_enquete_sifa;77568013500446
a18;0410955R;maryline.suret@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFAAD DU LOIR ET CHER;5-7 rue DES GDS CHAMPS;41029;BLOIS CEDEX;0254564900;cfa.loir-et-cher@educagri.fr;1;600;;present_enquete_sifa;19410018600049
a18;0411066L;s.ronsoux@cfasms-centre-valdeloire.fr;CTR FORMATION APPRENTIS SANSOC;DU SOCIAL;59 quai Henri Chavigny;41000;BLOIS;0983382735;s.ronsoux@cfasms-centre-valdeloire;1;600;;present_enquete_sifa;
a18;0411089L;;ORGANISME DE FORMATION-CFA;FÉDÉRATION FRANÇAISE D'EQUITAT;Parc équestre fédéral;41600;LAMOTTE BEUVRON;0254944600;formation@ffe.com;;605;;nouveau;34438670100074
a10;0420985T;;LYCEE PROF PRIVE DES METIERS;SAINTE CLAIRE;8 rue DES PAROTTES;42450;SURY LE COMTAL;0477505100;direction@lyceesainteclaire.fr;;320;APP;nouveau;39835392000018
a10;0420998G;;LYCEE PROF PRIVE DES METIERS;DES MONTS DU LYONNAIS;9 rue DE MONTBRISON;42140;CHAZELLES SUR LYON;0477527452;accueil@lycee-monts-lyonnais.fr;;320;APP;nouveau;77630061800043
a10;0421139K;yannick.meloux666@ccca-btp.fr;CTRE DE FORMATION D'APPRENTIS;BTP LOIRE-MICHEL CLUZEL;21  RUE DE L'APPRENTISSAGE;42005;ST ETIENNE CEDEX 1;0469687300;cfabtp.saintetienne@ccca-btp.fr;1;600;;present_enquete_sifa;41884676200064
a10;0421567A;roulmi666@cfa-mouliniers.com;CTRE DE FORMATION D'APPRENTIS;INTERPROFESS DE LA LOIRE LES M;28 rue DES MOULINIERS;42010;ST ETIENNE CEDEX 2;0477593180;direction@cfa-mouliniers.com;1;600;;present_enquete_sifa;30284789200015
a10;0421609W;leo.m666@cfa.fr;CTRE DE FORMATION D'APPRENTIS;DU ROANNAIS ARPA;155 ROUTE DE BRIENNON;42300;MABLY;0477448350;cfa.roannais@cfa.fr;1;600;;present_enquete_sifa;30102946800032
a10;0421831M;;GRETA DE LA LOIRE;LYCEE HONORE D'URFE;22 rue LOUIS SOULIE;42042;ST ETIENNE CEDEX 1;0477324802;;;710;;nouveau;19420042400027
a10;0421975U;cepelletier666@citedesentreprises.org;CTRE DE FORMATION D'APPRENTIS;AFIL;16 BIS BOULEVARD DE L'ETIVALLIER;42950;ST ETIENNE CEDEX 1;0477931749;cfailoire@citedesentreprises.org;1;600;;present_enquete_sifa;39379933300041
a10;0422330E;;ORGANISME FORMATION-CFA;ADMJC 42 FEURS;10 rue du Palais;42110;FEURS;0477261030;bpjeps@admjc42.fr;;605;;nouveau;49758449000021
a06;0430844J;isabelle.loubat@ifp43.fr;CTR DE FORMATION D'APPRENTIS;IFP 43 - CFA INTERPROFESSIONNE;;43370;BAINS;0471579800;contact@ifp43.fr;1;600;;present_enquete_sifa;31233053300026
a06;0430855W;sylvie.boyer@ccca-btp.fr;CTR DE FORMATION D'APPRENTIS;BTP CFA HAUTE-LOIRE;;43370;BAINS;0471579990;cfabtp.lepuybains@ccca-btp.fr;1;600;;present_enquete_sifa;30690643900014
a06;0430966S;madeleine@espacereussite.fr;ESPACE REUSSITE;;13 avenue de Bonneville;43000;AIGUILHE;0471093093;;;700;APP;nouveau;41398354500026
a06;0431012S;;CTR FORM PROF PROMO AGRICOLES;;;43100;FONTANNES;;;;740;;nouveau;
a06;0431037U;szylberman@sportsetudes.fr;CTR DE FORMATION D APPRENTIS;;Route du Fraisse;43400;LE CHAMBON SUR LIGNON;0179868000;;1;600;;present_enquete_sifa;43962415600030
a06;0431038V;paul@dea.fr;ORGANISME DE FORMATION - CFA;DEA FORMATION, PUY EN VELAY;49 rue de la Gazelle;43000;LE PUY EN VELAY;;;;605;;nouveau;33453278500063
a06;0431039W;nmontagnon@infa-formation.com;ORGANISME DE FORMATION-CFA;FONDATION INFA, AIGUILHE;Chemin de Jalavoux;43000;AIGUILHE;;;;605;;nouveau;78574029100816
a17;0440096R;cfai.pdl@formation-industries-pdl.fr;CTR DE FORMATION D APPRENTIS;POLE FORMAT PAYS DE LA LOIRE -;41 boulevard des Batignolles;44001;NANTES CEDEX 1;0251132151;cfai.pdl@formation-industries-pdl.fr;1;600;;present_enquete_sifa;78835426400061
a17;0440333Y;r.letort@cfa-ce.fr;CTR DE FORMATION D APPRENTIS;COIFFURE ET DE L'ESTHETIQUE;3 rue VASCO DE GAMA;44800;ST HERBLAIN;0240710650;info@cfa-ce.fr;1;600;;present_enquete_sifa;78601882000021
a17;0440334Z;contact@martello-cfaelectricite.fr;CTR DE FORMATION D APPRENTIS;ANDRE MARTELLO;3  BOULEVARD DU BATONNIER CHOLET;44100;NANTES;0240406667;contact@martello-cfaelectricite.fr;1;600;;present_enquete_sifa;31792693900016
a17;0440342H;secretariat@grafipolis.fr;CTR DE FORMATION D APPRENTIS;GRAFIPOLIS;1 place Albert Camus;44275;NANTES CEDEX 2;0240502422;secretariat@grafipolis.fr;1;600;;present_enquete_sifa;32984426000045
a17;0440344K;egogendeau@artisanatpaysdelaloire.fr;CTR DE FORMATION D APPRENTIS;URMA-CIFAM LOIRE-ATLANTIQUE;PLACE JACQUES CHESNE;44980;STE LUCE SUR LOIRE;0240189696;cifamcm44@cm-nantes.fr;1;600;;present_enquete_sifa;13002068800045
a17;0440395R;vanessa.julienne@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;LOIRE ATLANTIQUE;7  RUE DE LA SYONNIERE;44817;ST HERBLAIN CEDEX;0240948608;cfa.loire-atlantique@educagri.fr;1;600;;present_enquete_sifa;19442061800044
a17;0441828Y;;MAISON FAMILIALE RURALE;DE CHATEAUBRIANT;2 RUE PIERRE BLAYS;44110;CHATEAUBRIANT;0240283684;mfr.Chateaubriant@mfr.asso.fr;;380;APP;nouveau;78604475000010
